0,1,2
0.14082536,0.948069,0.3715432
0.18694028,0.9284179,0.3222031
0.254793,0.95178413,0.25091907
0.2710376,0.92427045,0.21870251
0.29523703,0.94359887,0.1894732
0.34300926,0.9175305,0.14375834
0.40493965,0.91512716,0.10158686
0.44914395,0.8849683,0.06834702
0.497827,0.8671553,0.032186046
0.5463667,0.8347597,0.009463722
0.5901741,0.81593436,0.0025852325
0.6312774,0.76659524,0.0013755839
0.6782484,0.71959776,0.01976786
0.74698037,0.67509335,0.002537985
0.7488147,0.6696387,0.031237748
0.78453577,0.6156244,0.036232755
0.81279635,0.57452255,0.025877088
0.8592496,0.51226693,0.040179405
0.90350187,0.45900822,0.055501524
0.9147497,0.4163266,0.08720261
0.9338694,0.37455893,0.118426874
0.930597,0.3271671,0.17114209
0.93526703,0.2903903,0.19807413
0.92943364,0.24508257,0.24406439
0.9274801,0.22605038,0.28365073
0.923288,0.17917196,0.31811386
0.9174276,0.14004846,0.35746303
0.9115917,0.10366653,0.41490948
0.8944431,0.06397117,0.50011873
0.88046885,0.021681106,0.53486097
0.84286875,0.025308717,0.59120977
0.8141231,0.0016897959,0.6285637
0.77675086,0.0011631337,0.6845699
0.726273,0.008261149,0.74852526
0.68068475,0.009501485,0.76760507
0.65120715,0.012881065,0.80762225
0.61966634,0.016798377,0.8338273
0.5730904,0.021110468,0.87403035
0.5170764,0.03548387,0.9154905
0.45566282,0.075807996,0.9507602
0.41301575,0.10036424,0.98221105
0.37036872,0.13715348,1.000363
0.3277436,0.16288579,1.0041181
0.28101403,0.18619724,1.0275888
0.23415275,0.23511091,1.0024005
0.22163524,0.27028754,0.99656063
0.18122445,0.30216622,0.9905599
0.13944256,0.3309415,0.9815231
0.104521416,0.38411245,0.96866757
0.06650577,0.44610497,0.9681447
0.029850656,0.49630257,0.9370494
0.015709544,0.54053473,0.90645057
0.003863125,0.57777053,0.8919036
0.0017120279,0.62190044,0.83774793
0.0023705002,0.669717,0.7842846
0.004016681,0.7085364,0.76104313
0.0069798063,0.7391926,0.69974613
0.0113257235,0.7755908,0.68273664
0.024095405,0.8068466,0.62428594
0.038650945,0.8547606,0.5501055
0.059077572,0.9170121,0.49026346
0.08224319,0.91871864,0.45722803
0.10533371,0.92710125,0.40086806
0.13726962,0.93710923,0.36239916
0.14027646,0.94820374,0.37266064
0.18599656,0.92835206,0.32285273
0.25348514,0.9514875,0.25260308
0.27068096,0.9237219,0.21951148
0.2951492,0.943711,0.19060102
0.34301147,0.91758925,0.14437512
0.4038232,0.9140768,0.10232204
0.44868302,0.8845514,0.068230554
0.49723437,0.86789656,0.03337207
0.54591197,0.8351768,0.009606034
0.5894195,0.8162741,0.002846232
0.6298946,0.7672483,0.0014706481
0.6769095,0.7205287,0.020158373
