0,1
0.69969755,0.7819877
0.6957989,0.7851263
0.69526225,0.7784492
0.6907592,0.7854489
0.6994186,0.79088813
0.693945,0.7815993
0.6984921,0.784813
0.7017864,0.7769014
0.7039206,0.78199667
0.6923419,0.7645438
0.6878045,0.7681049
0.6943027,0.76909953
0.68668467,0.7588115
0.6930768,0.7700158
0.68782413,0.7641429
0.6838482,0.76722
0.68503886,0.7706436
0.68989867,0.76259714
0.6892965,0.76523626
0.680493,0.7619825
0.68997496,0.7719178
0.6835263,0.7710718
0.68205756,0.7778848
0.6830333,0.77638257
0.6830531,0.7689731
0.6733301,0.7728755
0.67101264,0.77222055
0.6725264,0.78204
0.6756181,0.7734125
0.6738067,0.7772066
0.6725387,0.7827359
0.671741,0.7753575
0.6820571,0.7807691
0.68519914,0.7759209
0.68099785,0.7864557
0.6718055,0.78686523
0.68399704,0.78143543
0.69155735,0.7845408
0.6870855,0.7677443
0.68117625,0.7619896
0.75340736,0.8076145
0.8341517,0.83908665
0.90729856,0.8268023
0.87923235,0.79714507
0.7982018,0.7792447
0.7283531,0.7865981
0.69789875,0.77842134
0.6981356,0.7823365
0.6872401,0.77798235
0.69840616,0.78362435
0.6915536,0.7845364
0.70022714,0.78695554
0.6923194,0.7778
0.6922142,0.7772789
0.70719737,0.785791
0.71274024,0.7930789
0.71369165,0.78707784
0.72367793,0.7829266
0.7351658,0.7809518
0.7251138,0.7883546
0.72441596,0.7835186
0.7173779,0.7900481
0.7256391,0.78650206
0.71466523,0.79204977
0.7107105,0.7909589
0.71349484,0.77973104
0.70198643,0.7828487
0.70350426,0.7827927
0.70192826,0.79315007
0.7073141,0.7778332
0.711501,0.7891998
0.71687704,0.78008
0.70749795,0.7834025
0.70270944,0.7803561
0.70995045,0.7904758
0.70781755,0.78855056
0.7056613,0.7906241
0.70054185,0.78862834
0.69973284,0.79024816
0.7110896,0.7809293
0.70355636,0.7890038
0.7128958,0.7915087
0.69749147,0.7809523
0.69922453,0.790264
0.7022141,0.7917499
0.7108355,0.780447
0.7006746,0.7832469
0.70060515,0.77985966
0.7041455,0.7939974
0.70715016,0.7784885
0.71314406,0.7766119
0.70275146,0.76914275
0.69771075,0.77576894
0.70426303,0.77172446
0.6912865,0.76396567
0.6975275,0.769791
0.6977063,0.76193804
0.69788635,0.7700158
0.6886269,0.76974154
0.69497263,0.75738996
0.6942273,0.76328045
0.684058,0.7739335
0.68249977,0.7689919
0.68730897,0.77238935
0.6809577,0.76387805
0.67975277,0.76844823
0.6832139,0.7727737
0.6741273,0.7703564
0.67431545,0.7715212
0.6727656,0.773425
0.681418,0.77558523
0.6805949,0.77280915
0.6717874,0.78336996
0.6803121,0.7796946
0.669826,0.7857092
0.6784834,0.776322
0.67102027,0.784888
0.6702256,0.7715254
0.68245536,0.77848357
0.686271,0.77869445
0.67186165,0.7664901
0.6790655,0.758775
0.72364354,0.79647356
0.8450525,0.8453334
0.8971673,0.8245533
0.8440044,0.77664316
0.7643419,0.7702508
0.70490694,0.7765515
0.69946074,0.77643794
0.6794846,0.7827875
0.6862007,0.77410316
0.6821993,0.78842205
0.68956673,0.7837731
0.67961246,0.78651303
0.6873618,0.78363395
0.6920631,0.7768299
0.7002536,0.7896206
0.6945773,0.7803394
0.7019761,0.7879785
0.7215934,0.78735405
0.71706074,0.7849618
0.7258514,0.79176223
0.714938,0.7916668
0.7074839,0.7925238
0.7007513,0.80009776
0.7107965,0.7883944
0.7011177,0.79594415
0.6933276,0.7803766
0.6989604,0.78859335
0.7024056,0.7817515
0.6972746,0.7923065
0.6966832,0.78946584
0.69728726,0.7815509
0.6915838,0.78533965
0.6900766,0.7797444
0.68930435,0.7900079
0.69307274,0.77909046
0.69262767,0.7846717
0.69007224,0.79003257
0.6877784,0.7822136
0.69913375,0.7853258
0.6977307,0.7809143
0.6974552,0.78776383
0.6870905,0.78623706
0.6957044,0.7889376
0.69155973,0.78012973
0.69083005,0.78159666
0.68722355,0.78098804
0.696424,0.7893301
0.6997413,0.78816885
0.6945991,0.78215903
0.693098,0.78892714
0.69953907,0.7862362
0.7040337,0.78159446
0.70614755,0.77717835
0.7019445,0.7810222
0.6872661,0.76274014
0.6916194,0.7699268
0.6840383,0.7647863
0.6937442,0.7715121
0.6847898,0.7593405
0.68295527,0.76208985
0.690809,0.7687802
