0,1,2
0.15099062,0.9988209,0.3520754
0.1746812,0.9986556,0.32594153
0.20041884,0.99792457,0.29790813
0.22370967,0.99726427,0.27540076
0.24895316,0.99603766,0.25085375
0.26760936,0.99488205,0.23361155
0.2866184,0.9934669,0.21513599
0.30038118,0.99158,0.20119044
0.31649658,0.988797,0.18337913
0.33390585,0.98580176,0.16753612
0.35917288,0.98221666,0.14697357
0.38879222,0.9761551,0.12422922
0.4151885,0.96957475,0.10475754
0.44843087,0.9599284,0.082250275
0.47713268,0.952947,0.066905335
0.50865763,0.94186205,0.050161283
0.53157204,0.9284653,0.034887493
0.55458057,0.91230935,0.018736271
0.57549524,0.89870065,0.0098424265
0.5996095,0.88263893,0.004767101
0.6243119,0.86346394,0.002750973
0.645603,0.8435814,0.0016600895
0.6729403,0.8207741,0.0014230151
0.69594884,0.9049363,0.0008538091
0.7237567,0.7728485,0.0012807136
0.7432598,0.751315,0.00154141
0.76560956,0.7282248,0.0024427478
0.7820777,0.7120688,0.0032490282
0.8000989,0.69685614,0.0054074577
0.81426144,0.6849927,0.008585335
0.8315768,0.66803473,0.012925532
0.8489625,0.64492095,0.018167065
0.8654544,0.62062794,0.07513855
0.88552207,0.58899987,0.031377483
0.9055663,0.56136024,0.037804674
0.9275161,0.52567285,0.045204353
0.94628996,0.54870695,0.052058447
0.96452254,0.6110941,0.066099055
0.9768032,0.4544212,0.07852653
0.9873665,0.4301827,0.09579254
0.9920718,0.40482098,0.11320086
0.99494493,0.38342893,0.12890127
0.99703574,0.35821608,0.1502704
0.9976003,0.33684766,0.16808172
0.99795324,0.31088006,0.19061288
0.9976003,0.28934655,0.21212403
0.99672997,0.2655488,0.23659989
0.99574184,0.24594928,0.2580637
0.9943537,0.22639681,0.27869743
0.9925893,0.20823604,0.29627168
0.9906837,0.19302341,0.31059667
0.98823684,0.17474478,0.39004222
0.9851551,0.15924913,0.34676498
0.980591,0.13759768,0.37422916
0.97405064,0.11710182,0.40095815
0.9649226,0.1592871,0.43572715
0.95857054,0.074647985,0.46907312
1.0162752,0.050473075,0.50120956
0.93205655,0.03181688,0.5215824
0.91577667,0.015707918,0.5461294
0.9048371,0.007287908,0.57086617
0.892133,0.004056888,0.59078836
0.87651145,0.0022407132,0.61377275
0.85992557,0.0016746621,0.6341903
0.8375288,0.0013443714,0.6594014
0.81689656,0.0014151278,0.6831895
0.78984135,0.0025912246,0.7106774
0.7675387,0.00363235,0.73373026
0.74267054,0.004693696,0.7556447
0.7216158,0.005990802,0.7760175
0.70695907,0.007523951,0.7904138
0.6909613,0.009339843,0.80706304
0.67602223,0.011226774,0.82236046
0.6542606,0.015259888,0.84249616
0.6306875,0.019505272,0.8604261
0.6013034,0.026062123,0.88404816
0.572531,0.085494615,0.9030927
0.5395709,0.041817024,0.92408216
0.51044565,0.050001275,0.9391661
0.48106155,0.06266667,0.9557206
0.455771,0.08103984,1.0067517
0.43523273,0.093422204,0.98562753
0.41173017,0.10875256,0.9929561
0.39043903,0.1236845,0.99627656
0.36526614,0.14373,0.997913
0.34348097,0.1640133,0.998577
0.31755525,0.1865611,0.99912256
0.29421735,0.20816529,0.99909896
0.26826808,0.23498204,0.99876684
