0,1,2
1.0,1.0,1.0
0.99608076,0.9960851,0.99608356
0.9921616,0.9921702,0.99216706
0.9882423,0.9882553,0.9882506
0.98432314,0.98434037,0.9843341
0.9804039,0.9804255,0.98041767
0.9764847,0.9765106,0.97650117
0.9725655,0.9725957,0.9725847
0.9686463,0.9686808,0.9686682
0.96472704,0.9647659,0.9647518
0.96080786,0.96085095,0.9608353
0.9568886,0.95693606,0.95691884
0.95296943,0.95302117,0.95300233
0.9490502,0.9491063,0.9490859
0.945131,0.9451914,0.9451694
0.94121176,0.9412765,0.94125295
0.9372926,0.9373616,0.93733644
0.93337333,0.93344665,0.93342
0.9294541,0.92953175,0.9295035
0.9255349,0.92561686,0.92558706
0.92161566,0.92170197,0.9216706
0.9176965,0.9177871,0.9177541
0.91377723,0.9138722,0.9138377
0.90985805,0.90995723,0.90992117
0.9059388,0.90604234,0.9060047
0.9020196,0.90212744,0.9020882
0.8981004,0.89821255,0.8981718
0.8941812,0.89429766,0.8942553
0.89026195,0.89038277,0.89033884
0.88634276,0.8864678,0.88642234
0.8824235,0.8825529,0.8825059
0.87850434,0.878638,0.8785894
0.8745851,0.87472314,0.87467295
0.8706659,0.87080824,0.87075645
0.86674666,0.86689335,0.86684
0.8628275,0.86297846,0.8629235
0.85890824,0.8590635,0.85900706
0.854989,0.8551486,0.85509056
0.8510698,0.8512337,0.8511741
0.84715056,0.8473188,0.8472577
0.8432314,0.84340394,0.8433412
0.83931214,0.83948904,0.8394247
0.83539295,0.8355741,0.8355082
0.8314737,0.8316592,0.8315918
0.8275545,0.8277443,0.8276753
0.8236353,0.8238294,0.82375884
0.8197161,0.8199145,0.81984234
0.81579685,0.8159996,0.8159259
0.81187767,0.81208473,0.8120094
0.8079584,0.8081698,0.80809295
0.80403924,0.8042549,0.80417645
0.80012,0.80034,0.80026
0.7962008,0.7964251,0.7963435
0.79228157,0.7925102,0.79242706
0.7883623,0.7885953,0.78851056
0.78444314,0.78468037,0.7845941
0.7805239,0.7807655,1.5169241
0.7766047,0.7768506,0.7767612
0.77268547,0.7729357,0.77284473
0.7687663,0.7690208,0.76892823
0.76484704,0.7651059,0.7650118
0.76092786,0.76119095,0.7610953
0.7570086,0.75727606,0.75717884
0.7530894,0.75336117,0.75326234
0.7491702,0.7494463,0.7493459
0.745251,0.7455314,0.7454294
0.74133176,0.7416165,0.74151295
0.7374126,0.7377016,0.73759645
0.7334933,0.73378664,0.73368
0.72957414,0.72987175,0.7297635
0.7256549,0.72595686,0.72584707
0.7217357,0.72204196,0.72193056
0.7178165,0.7181271,0.7180141
0.7138972,0.7142122,0.7140976
0.70997804,0.7102972,0.7101812
0.7060588,0.70638233,0.70626473
0.7021396,0.70246744,0.70234823
0.6982204,0.69855255,0.6984318
0.6943012,0.69463766,0.6945153
0.69038194,0.69072276,0.69059885
0.68646276,0.6868079,0.68668234
0.6825435,0.6828929,0.6827659
0.67862433,0.678978,0.6788494
0.6747051,0.67506313,0.67493296
0.6707859,0.67114824,0.67101645
0.66686666,0.66723335,0.6671
0.6629475,0.66331846,0.6631835
0.65902823,0.6594035,0.65926707
0.65510905,0.6554886,0.65535057
0.6511898,0.6515737,0.9151876
0.64727056,0.6476588,0.6475176
0.6433514,0.64374393,0.6436012
0.63943213,0.63982904,0.6396847
0.63551295,0.63591415,0.63576823
0.6315937,0.6319992,0.6318518
0.6276745,0.6280843,0.6279353
0.6237553,0.6241694,0.62401885
0.6198361,0.6202545,0.62010235
0.61591685,0.6163396,0.6161859
0.61199766,0.61242473,0.6122694
0.6080784,0.6085098,0.60835296
0.60415924,0.6045949,0.60443646
0.60024,0.60068,0.60052
0.5963208,0.5967651,0.5966035
0.59240156,0.5928502,0.5926871
0.5884824,0.5889353,0.58877057
0.58456314,0.58502036,0.5848541
0.5806439,0.5811055,0.5809376
0.5767247,0.5771906,0.5770212
0.57280546,0.5732757,0.5731047
0.5688863,0.5693608,0.56918824
0.56496704,0.5654459,0.56527174
0.56104785,0.561531,0.5613553
0.5571286,0.55761606,0.55743885
0.5532094,0.55370116,0.55352235
0.5492902,0.54978627,0.5496059
0.545371,0.5458714,0.5456894
0.54145175,0.5419565,0.54177296
0.53753257,0.5380416,0.53785646
0.5336133,0.53412664,0.53394
0.52969414,0.53021175,0.5300235
0.5257749,0.52629685,0.5261071
0.5218557,0.52238196,0.5221906
0.51793647,0.51846707,0.5182741
0.5140173,0.5145522,0.5143576
0.51009804,0.5106373,0.5104412
0.5061788,0.50672233,0.5065247
0.5022596,0.50280744,0.50260824
0.4983404,0.49889255,0.49869177
0.49442118,0.49497765,0.4947753
0.49050197,0.49106273,0.49085882
0.48658276,0.48714784,0.48694235
0.48266354,0.48323295,0.48302588
0.47874433,0.47931805,0.4791094
0.47482508,0.47540313,0.47519293
0.47090587,0.47148824,0.47127646
0.46698666,0.46757334,0.46736
0.46306744,0.46365842,0.46344352
0.45914823,0.45974353,0.45952705
0.455229,0.45582864,0.4556106
0.4513098,0.4519137,0.45169413
0.4473906,0.44799882,0.44777766
0.44347137,0.44408393,0.4438612
0.43955216,0.440169,0.4399447
0.43563294,0.4362541,0.43602824
0.43171373,0.43233922,0.43211177
0.42779452,0.42842433,0.4281953
0.4238753,0.4245094,0.42427883
0.4199561,0.4205945,0.42036235
0.41603687,0.41667962,0.41644588
0.41211766,0.4127647,0.4125294
0.40819845,0.4088498,0.40861294
0.4042792,0.4049349,0.40469646
0.40036,0.40102,0.40078
0.39644077,0.3971051,0.39686352
0.39252156,0.3931902,0.39294705
0.38860235,0.38927528,0.38903058
0.38468313,0.3853604,0.3851141
0.38076392,0.3814455,0.38119766
0.3768447,0.37753057,0.3772812
0.3729255,0.37361568,0.37336472
0.36900628,0.3697008,0.36944824
0.36508706,0.3657859,0.36553177
0.36116785,0.36187097,0.3616153
0.35724863,0.35795608,0.35769883
0.35332942,0.3540412,0.35378236
0.3494102,0.35012627,0.34986588
0.345491,0.34621137,0.3459494
0.34157178,0.34229648,0.34203294
0.33765253,0.33838156,0.33811647
0.33373332,0.33446667,0.3342
0.3298141,0.33055177,0.33028352
0.3258949,0.32663685,0.32636705
0.32197568,0.32272196,0.32245058
0.31805646,0.31880707,0.3185341
0.31413725,0.31489214,0.31461763
0.31021804,0.31097725,0.31070116
0.30629882,0.30706236,0.30678472
0.3023796,0.30314746,0.30286825
0.2984604,0.29923254,0.29895177
0.29454118,0.29531765,0.2950353
0.29062197,0.29140276,0.29111883
0.28670275,0.28748783,0.28720236
0.28278354,0.28357294,0.2832859
0.27886432,0.27965805,0.2793694
0.2749451,0.27574313,0.27545294
0.2710259,0.27182823,0.27153647
0.26710665,0.26791334,0.26762
0.26318744,0.26399842,0.26370353
0.25926822,0.26008353,0.25978705
0.255349,0.25616863,0.25587058
0.2514298,0.2522537,0.2519541
0.24751058,0.24833882,0.24803765
0.24359137,0.24442393,0.24412118
0.23967215,0.24050902,0.2402047
0.23575294,0.23659411,0.23628823
0.23183373,0.23267922,0.23237176
0.22791451,0.22876431,0.22845529
0.2239953,0.22484942,0.22453882
0.22007608,0.22093451,0.22062235
0.21615687,0.2170196,0.21670589
0.21223764,0.21310471,0.21278942
0.20831843,0.2091898,0.20887294
0.20439921,0.2052749,0.20495647
0.20048,0.20136,0.20104
0.19656079,0.1974451,0.19712353
0.19264157,0.1935302,0.19320706
0.18872236,0.1896153,0.18929058
0.18480314,0.18570039,0.18537411
0.18088391,0.1817855,0.18145765
0.1769647,0.17787059,0.17754118
0.17304549,0.17395568,0.17362471
0.16912627,0.17004079,0.16970824
0.16520706,0.16612588,0.16579176
0.16128784,0.16221099,0.1618753
0.15736863,0.15829608,0.15795882
0.15344942,0.15438117,0.15404235
0.1495302,0.15046628,0.15012588
0.14561097,0.14655137,0.14620942
0.14169176,0.14263648,0.14229295
0.13777255,0.13872157,0.13837647
0.13385333,0.13480666,0.13446
0.12993412,0.13089177,0.13054353
0.1260149,0.12697686,0.12662706
0.12209569,0.12306196,0.122710586
0.11817647,0.11914706,0.11879412
0.11425725,0.115232155,0.11487765
0.11033804,0.111317255,0.11096118
0.106418826,0.107402354,0.107044704
0.102499604,0.103487454,0.10312823
0.09858039,0.09957255,0.09921177
0.094661176,0.09565765,0.095295295
0.09074196,0.09174275,0.09137882
0.08682275,0.08782785,0.08746235
0.08290353,0.08391294,0.083545886
0.07898431,0.07999804,0.079629414
0.0750651,0.07608314,0.07571294
0.071145885,0.07216824,0.07179647
0.06722666,0.06825333,0.06788
0.06330745,0.06433843,0.06396353
0.059388235,0.06042353,0.06004706
0.05546902,0.056508627,0.056130588
0.051549803,0.052593727,0.052214116
0.04763059,0.048678823,0.048297647
0.04371137,0.044763923,0.044381175
0.039792158,0.04084902,0.040464707
0.03587294,0.03693412,0.036548235
0.031953726,0.033019215,0.032631766
0.02803451,0.029104313,0.028715294
0.024115294,0.02518941,0.024798824
0.020196078,0.021274509,0.020882353
0.016276862,0.017359607,0.016965883
0.012357647,0.013444706,0.013049412
0.008438432,0.009529804,0.009132941
0.004519216,0.005614902,0.0052164705
0.0006,0.0017,0.0013
0.1818,0.215,0.2419
0.1810906,0.21416117,0.24095216
0.18038118,0.21332236,0.24000432
0.17967176,0.21248353,0.23905647
0.17896235,0.21164471,0.23810862
0.17825294,0.21080588,0.23716079
0.17754354,0.20996706,0.23621294
0.17683412,0.20912823,0.23526509
0.1761247,0.20828941,0.23431726
0.17541529,0.20745058,0.23336941
0.17470588,0.20661177,0.23242156
0.17399646,0.20577294,0.23147373
0.17328706,0.20493412,0.23052588
0.17257765,0.20409529,0.22957803
0.17186823,0.20325647,0.2286302
0.17115882,0.20241764,0.22768235
0.1704494,0.20157883,0.2267345
0.16974,0.20074,0.22578667
0.16903059,0.19990118,0.22483882
0.16832118,0.19906235,0.22389098
0.16761176,0.19822353,0.22294314
0.16690235,0.1973847,0.2219953
0.16619293,0.19654588,0.22104745
0.16548353,0.19570705,0.22009961
0.16477412,0.19486824,0.21915177
0.1640647,0.1940294,0.21820392
0.16335529,0.19319059,0.21725608
0.16264588,0.19235176,0.21630824
0.16193648,0.19151294,0.21536039
0.16122706,0.19067411,0.21441256
0.16051765,0.1898353,0.2134647
0.15980823,0.18899646,0.21251686
0.15909882,0.18815765,0.21156903
0.1583894,0.18731882,0.21062118
0.15768,0.18648,0.20967333
0.15697059,0.18564117,0.2087255
0.15626118,0.18480235,0.20777765
