0,1,2,3,4,5
3.341667,3.341667,3.333333,0.01666667,-0.004166667,0.0125
3.033333,3.041667,3.041667,-0.004166667,0.0,0.0125
1.916667,1.916667,1.933333,0.008333333,0.0,0.004166667
0.6666667,0.6583333,0.65,-0.004166667,0.0,0.004166667
-0.525,-0.5083333,-0.5333333,0.004166667,-0.008333333,0.0
-1.183333,-1.175,-1.2,0.008333333,0.008333333,0.0125
-2.408333,-2.425,-2.425,0.01666667,0.0,0.0125
-2.958333,-2.958333,-2.933333,0.0,-0.008333333,0.004166667
-3.4,-3.375,-3.375,0.008333333,0.004166667,0.0125
-2.65,-2.633333,-2.675,0.0,0.0,0.004166667
-1.433333,-1.45,-1.408333,0.0125,0.0,0.004166667
-0.35,-0.3583333,-0.35,0.004166667,0.01666667,-0.0125
0.8,0.8083333,0.7916667,-0.008333333,-0.008333333,0.004166667
1.55,1.533333,1.533333,-0.008333333,0.0,0.0125
2.575,2.566667,2.608333,0.008333333,-0.004166667,0.0
3.266667,3.25,3.266667,0.0,0.0125,0.008333333
3.291667,3.283333,3.283333,0.008333333,-0.004166667,-0.004166667
2.983333,2.975,2.983333,0.0,0.004166667,0.004166667
1.9,1.891667,1.9,0.008333333,-0.004166667,0.004166667
0.7,0.7083333,0.7,0.004166667,0.008333333,-0.008333333
-0.4916667,-0.4916667,-0.5083333,-0.0125,0.008333333,0.004166667
-1.216667,-1.208333,-1.208333,0.004166667,0.0,-0.004166667
-2.466667,-2.45,-2.441667,0.008333333,0.004166667,0.0
-2.958333,-2.958333,-2.966667,0.008333333,0.008333333,0.01666667
-3.358333,-3.333333,-3.358333,0.0,0.004166667,0.0
-2.608333,-2.6,-2.616667,0.004166667,0.0,-0.004166667
-1.475,-1.466667,-1.441667,0.0,0.0,0.004166667
-0.4166667,-0.4,-0.4,0.0,0.01666667,0.004166667
0.7666667,0.775,0.7916667,0.0125,0.004166667,-0.004166667
1.566667,1.566667,1.591667,0.008333333,0.0,0.0
2.583333,2.583333,2.558333,0.0,-0.004166667,0.004166667
3.291667,3.3,3.283333,0.0125,0.0,0.008333333
